instrumentToken,instrumentName,name,lastPrice,expiry,strike,tickSize,lotSize,instrumentType,segment,exchange,isin,multiplier,exchangeToken,OptionType
33966,BIRET,Brookfield India Real Estate Trust,313.14,0,0,0.010000,1,RR,-,NSE,INE0FDU25010,1,2203,-
48355,CANDC,C & C Constructions Ltd,3.4,0,0,0.050000,1,BZ,-,NSE,INE874H01015,1,8874,-
11790,CADSYS,Cadsys (India) Ltd,40.5,0,0,0.050000,2000,SM,-,NSE,INE090Y01013,1,21823,-
12496,CMMIPL,CMM Infraprojects Ltd,8.55,0,0,0.050000,3000,SM,-,NSE,INE289S01013,1,96,-
11908,CONTI,Continental Seeds and Chemicals Ltd,0,0,0,0.050000,3333,SM,-,NSE,INE340Z01019,1,2531,-
26882,COOLCAPS,Cool Caps Industries Ltd,41.85,0,0,0.050000,3000,ST,-,NSE,INE0HS001010,1,8567,-
6811,CYBERMEDIA,Cyber Media (India) Ltd,31.15,0,0,0.050000,1,BE,CASH,NSE,INE278G01037,1,11845,-
10171,DBREALTY,D B Realty Ltd,105.15,0,0,0.050000,1,BE,CASH,NSE,INE879I01012,1,18128,-
7824,DKEGL,D.K. Enterprises Global Ltd,42.5,0,0,0.050000,3000,SM,-,NSE,INE0GN101014,1,6249,-
12271,DCI,DC Infotech & Communication Ltd,0,0,0,0.050000,6000,SM,-,NSE,INE0A1101019,1,16012,-
3346,DCMFINSERV,DCM Financial Services Ltd,0,0,0,0.050000,1,BE,CASH,NSE,INE891B01012,1,8704,-
12020,DESTINY,Destiny Logistics & Infra Ltd,11.4,0,0,0.050000,6000,SM,-,NSE,INE0IGO01011,1,6087,-
21368,DRL,Dhanuka Realty Ltd,13.3,0,0,0.050000,6000,SM,-,NSE,INE704V01015,1,18769,-
22913,DGCONTENT,Digicontent Ltd,11.3,0,0,0.050000,1,BE,CASH,NSE,INE03JI01017,1,10358,-
1683,DIGJAMLMTD,Digjam Ltd,190,0,0,0.050000,1,BE,CASH,NSE,INE731U01028,1,6136,-
97860,DRSDILIP,DRS Dilip Roadlines Ltd,75,0,0,0.050000,1600,SM,-,NSE,INE02CV01017,1,6686,-
19396,DUGLOBAL,DU DIgital Global Ltd,449.8,0,0,0.050000,1000,SM,-,NSE,INE0HPK01012,1,5457,-
14257,DUGLOBAL,DU DIgital Global Ltd,449.8,0,0,0.050000,1000,SM,-,NSE,INE0HPK01012,1,5457,-
7552,DYNAMIC,Dynamic Services & Security Ltd,15.2,0,0,0.050000,2000,SM,-,NSE,INE0DZ701010,1,6079,-
11705,E2E,E2E Networks Ltd,0,0,0,0.050000,2000,SM,-,NSE,INE255Z01019,1,2990,-
48240,EASUNREYRL,Easun Reyrolle Ltd,2.6,0,0,0.050000,1,BZ,-,NSE,INE268C01029,1,3945,-
48445,EDUCOMP,Educomp Solutions Ltd,3.5,0,0,0.050000,1,BZ,-,NSE,INE216H01027,1,21747,-
13062,EMBASSY,Embassy Office Parks REIT,371.75,0,0,0.010000,1,RR,-,NSE,INE041025011,1,9383,-
21275,EMKAYTOOLS,Emkay Taps & Cutting Tools Ltd,280,0,0,0.050000,600,SM,-,NSE,INE332S01011,1,10253,-
12741,KRISHIVAL,Empyrean Cashews Ltd,44.1,0,0,0.050000,3000,ST,-,NSE,INE0GGO01015,1,8675,-
14860,EUROBOND,Euro Panel Products Ltd,110.8,0,0,0.050000,2000,SM,-,NSE,INE505V01016,1,7331,-
90369,FELIX,Felix Industries Ltd,16.3,0,0,0.050000,4000,SM,-,NSE,INE901X01013,1,573,-
15211,FOCE,Foce India Ltd,206.1,0,0,0.050000,600,SM,-,NSE,INE0I7D01019,1,7385,-
12514,FOCUS,Focus Lighting & Fixtures Ltd,87.05,0,0,0.050000,1,BE,CASH,NSE,INE593W01010,1,6839,-
10000,FELDVR,Future Enterprises-DVR,13.3,0,0,0.050000,1,BE,CASH,NSE,IN9623B01058,1,17006,-
11834,GATEWAY,Gateway Distriparks Ltd,66.7,0,0,0.050000,1,BE,CASH,NSE,INE079J01017,1,8515,-
3991,GENESYS,Genesys International Corporation Ltd,571.15,0,0,0.050000,1,BE,CASH,NSE,INE727B01026,1,11269,-
84429,GIRIRAJ,Giriraj Civil Developers Ltd,0,0,0,0.050000,1200,SM,-,NSE,INE614Z01017,1,2365,-
21369,GICL,Globe International Carriers Ltd,0,0,0,0.050000,7500,SM,-,NSE,INE947T01014,1,18815,-
23264,GMRP&UI,GMR Power & Urban Infra Ltd,33.6,0,0,0.050000,1,BE,CASH,NSE,INE0CU601026,1,8531,-
14007,GODHA,GODHA CABCON INSULAT LTD,18,0,0,0.050000,1,BE,CASH,NSE,INE925Y01036,1,1610,-
48320,GOENKA,Goenka Diamond & Jewels Ltd,3,0,0,0.050000,1,BZ,-,NSE,INE516K01024,1,5010,-
12921,GOKULAGRO,Gokul Agro Resources Ltd,73.65,0,0,0.050000,1,BE,CASH,NSE,INE314T01025,1,14484,-
98677,GOLDSTAR,Goldstar Power Ltd,0,0,0,0.050000,6000,SM,-,NSE,INE405Y01013,1,1,-
12462,GOODLUCK,Goodluck India Ltd,277.85,0,0,0.050000,1,BE,CASH,NSE,INE127I01024,1,6130,-
10526,GRAVITA,Gravita India Ltd,317.75,0,0,0.050000,1,BE,CASH,NSE,INE024L01027,1,20538,-
13741,FLUOROCHEM,Gujarat Fluorochemicals Ltd,2742.55,0,0,0.050000,1,BE,CASH,NSE,INE09N301011,1,13807,-
3822,GUJRAFFIA,Gujarat Raffia Industries Ltd,35,0,0,0.050000,1,BE,CASH,NSE,INE610B01024,1,10097,-
50653,GULPOLY,Gulshan Polyols Ltd,347.5,0,0,0.050000,1,BE,CASH,NSE,INE255D01024,1,6296,-
18341,HDFC,HDFC-W3-HOUSING DVPT FIN CORP LTD,521.95,0,0,0.050000,600,W3,-,NSE,INE001A13049,1,22326,-
35418,HPIL,Hindprakash Industries Ltd,55.4,0,0,0.050000,3000,SM,-,NSE,INE05X901010,1,17147,-
48440,HMT,HMT Ltd,25.85,0,0,0.050000,1,BZ,-,NSE,INE262A01018,1,19698,-
3838,HOTELRUGBY,Hotel Rugby Ltd,3.8,0,0,0.050000,1,BE,CASH,NSE,INE275F01019,1,10366,-
48432,HDIL,Housing Development & Infrastructure Ltd,7.35,0,0,0.050000,1,BZ,-,NSE,INE191I01012,1,17920,-
3688,ICDSLTD,ICDS Ltd,41.05,0,0,0.050000,1,BE,CASH,NSE,INE613B01010,1,9610,-
12685,ICEMAKE,ICE Make Refrigeration Ltd,97.1,0,0,0.050000,1,BE,CASH,NSE,INE520Y01019,1,496,-
48365,IL&FSENGG,IL&FS Engineering & Construction Co Ltd,11.1,0,0,0.050000,1,BZ,-,NSE,INE369I01014,1,9380,-
48366,IL&FSTRANS,IL&FS Transportation Networks Ltd,5.05,0,0,0.050000,1,BZ,-,NSE,INE975G01012,1,9381,-
96631,INDIGRID,India Grid Trust,147.21,0,0,0.010000,1,IV,-,NSE,INE219X23014,1,20988,-
31537,IBULHSGFIN,INDIABULLS HSG FIN LTD,0,0,0,0.050000,20000,W1,-,NSE,INE148I13017,1,30132,-
48367,INDOSOLAR,Indosolar Ltd,3.5,0,0,0.050000,1,BZ,-,NSE,INE866K01015,1,10861,-
98410,INNOVANA,Innovana Thinklabs Ltd,455,0,0,0.050000,1000,SM,-,NSE,INE403Y01018,1,666,-
14180,INNOVATIVE,Innovative Tyres & Tubes Ltd,5.55,0,0,0.050000,3000,SM,-,NSE,INE070Y01015,1,21861,-
8301,INSPIRISYS,Inspirisys Solutions Ltd,57.85,0,0,0.050000,1,BE,CASH,NSE,INE020G01017,1,13734,-
3713,SUBCAPCITY,International Constructions Ltd,44.3,0,0,0.050000,1,BE,CASH,NSE,INE845C01016,1,9666,-
46843,IRBINVIT,IRB InvIT Fund,52.59,0,0,0.010000,1,IV,-,NSE,INE183W23014,1,20817,-
8950,ISMTLTD,ISMT Ltd,50,0,0,0.050000,1,BE,CASH,NSE,INE732F01019,1,14936,-
48356,JAINSTUDIO,Jain Studios Ltd,2,0,0,0.050000,1,BZ,-,NSE,INE486B01011,1,8884,-
17165,JAINAM,Jainam Ferro Alloys (I) Ltd,0,0,0,0.050000,2000,SM,-,NSE,INE02KC01010,1,6012,-
11796,JAKHARIA,Jakharia Fabric Ltd,0,0,0,0.050000,800,SM,-,NSE,INE00N401018,1,3949,-
21418,JALAN,Jalan Transolutions (India) Ltd,14.8,0,0,0.050000,3000,SM,-,NSE,INE349X01015,1,20929,-
48392,JETAIRWAYS,Jet Airways (India) Ltd,79.55,0,0,0.050000,1,BZ,-,NSE,INE802G01018,1,13420,-
21364,JETKNIT,Jet Knitwears Ltd,0,0,0,0.050000,1500,SM,-,NSE,INE564T01017,1,18699,-
19673,JITFINFRA,JITF Infra Logistics Ltd,98.8,0,0,0.050000,1,BE,CASH,NSE,INE863T01013,1,19695,-
10049,JSWENERGY,JSW Energy Ltd,302.2,0,0,0.050000,1,BE,CASH,NSE,INE121E01018,1,17873,-
48217,JYOTISTRUC,Jyoti Structures Ltd,22.25,0,0,0.050000,1,BZ,-,NSE,INE197A01024,1,2411,-
13803,KALYANI,Kalyani Commercials Ltd,0,0,0,0.050000,1,BE,CASH,NSE,INE610E01010,1,19653,-
9150,KALYANIFRG,Kalyani Forge Ltd,173.95,0,0,0.050000,1,BE,CASH,NSE,INE314G01014,1,15160,-
9877,KANANIIND,Kanani Industries Ltd,22.35,0,0,0.050000,1,BE,CASH,NSE,INE879E01037,1,25790,-
7689,KERNEX,Kernex Microsystems (India) Ltd,145.35,0,0,0.050000,1,BE,CASH,NSE,INE202H01019,1,13125,-
12978,KHFM,KHFM Hospitality & Facility Mgt. Services Ltd,47.2,0,0,0.050000,3100,SM,-,NSE,INE00UG01014,1,9570,-
21359,KKVAPOW,KKV Agro Powers Ltd,0,0,0,0.050000,156,SM,-,NSE,INE239T01016,1,17781,-
12014,KNAGRI,KN Agri Resources Ltd,152.85,0,0,0.050000,1600,ST,-,NSE,INE0KNW01016,1,8606,-
3099,KOTHARIPRO,Kothari Products Ltd,127.85,0,0,0.050000,1,BE,CASH,NSE,INE823A01017,1,6808,-
12056,KOTYARK,Kotyark Industries Ltd,351.9,0,0,0.050000,400,SM,-,NSE,INE0J0B01017,1,6441,-
11918,KRITIKA,Kritika Wires Ltd,0,0,0,0.050000,4000,SM,-,NSE,INE00Z501011,1,5562,-
109226,KSHITIJPOL,Kshitij Polyline Ltd,0,0,0,0.050000,4666,SM,-,NSE,INE013801019,1,5341,-
16023,KSOLVES,Ksolves India Ltd,354.55,0,0,0.050000,400,SM,-,NSE,INE0D6I01015,1,19087,-
48281,LAKPRE,Lakshmi Precision Screws Ltd,5.9,0,0,0.050000,1,BZ,-,NSE,INE651C01018,1,4774,-
91737,LATTEYS,Latteys Industries Ltd,0,0,0,0.050000,2000,SM,-,NSE,INE262Z01015,1,3307,-
129,LGHL,Laxmi Goldorna House Ltd,0,0,0,0.050000,8000,SM,-,NSE,INE258Y01016,1,18475,-
4467,LEXUS,Lexus Granito (India) Ltd,0,0,0,0.050000,1000,SM,-,NSE,INE500X01013,1,21585,-
21411,MKPL,M K Proteins Ltd,0,0,0,0.050000,2000,SM,-,NSE,INE964W01013,1,20509,-
13061,MCL,Madhav Copper Ltd,29.7,0,0,0.050000,1,BE,CASH,NSE,INE813V01022,1,22362,-
23183,MPTODAY,Madhya Pradesh Today Media Ltd,0,0,0,0.050000,2000,SM,-,NSE,INE105Y01019,1,21792,-
34166,MAHICKRA,Mahickra Chemicals Ltd,85,0,0,0.050000,1500,SM,-,NSE,INE961Y01015,1,2839,-
14991,MANAV,Manav Infra Projects Ltd,0,0,0,0.050000,4000,SM,-,NSE,INE104Y01012,1,21697,-
19505,MDL,Marvel Decor Ltd,0,0,0,0.050000,2000,SM,-,NSE,INE575Z01010,1,2132,-
11753,MASKINVEST,Mask Investments Ltd,34.7,0,0,0.050000,1,BE,CASH,NSE,INE885F01015,1,18731,-
6671,MBECL,McNally Bharat Engineering Company Ltd,5.1,0,0,0.050000,1,BE,CASH,NSE,INE748A01016,1,13687,-
48434,MELSTAR,Melstar Information Technologies Ltd,3.3,0,0,0.050000,1,BZ,-,NSE,INE817A01019,1,17950,-
48228,METALFORGE,Metalyst Forgings Ltd,5.2,0,0,0.050000,1,BZ,-,NSE,INE425A01011,1,3289,-
15148,MILTON,Milton Industries Ltd,20,0,0,0.050000,4400,SM,-,NSE,INE376Y01016,1,159,-
12325,MINDPOOL,Mindpool Technologies Ltd,0,0,0,0.050000,4000,SM,-,NSE,INE00RQ01019,1,8900,-
19153,MINDSPACE,Mindspace Business Parks REIT,346.54,0,0,0.010000,1,RR,-,NSE,INE0CCU25019,1,22308,-
2595,MODIRUBBER,Modi Rubber Ltd,69.05,0,0,0.050000,1,BE,CASH,NSE,INE832A01018,1,6934,-
17476,MHHL,Mohini Health & Hygiene Ltd,27.65,0,0,0.050000,3000,SM,-,NSE,INE450S01011,1,1426,-
11856,MOLDTKPAC,MOLD TEK PACKAGING LTD,525,0,0,0.050000,1,W1,-,NSE,INE893J13016,1,1278,-
12013,MSUMI,Motherson Sumi Wiring India Ltd,64.45,0,0,0.050000,1,BE,CASH,NSE,INE0FS801015,1,8598,-
8738,NAHARSPING,Nahar Spinning Mills Ltd,514.15,0,0,0.050000,1,BE,CASH,NSE,INE290A01027,1,14443,-
21365,JAIPURKURT,Nandani Creation Ltd,74.75,0,0,0.050000,5000,SM,-,NSE,INE696V01013,1,18706,-
87819,NARMADA,Narmada Agrobase Ltd,0,0,0,0.050000,7200,SM,-,NSE,INE117Z01011,1,2726,-
12395,NHIT,National Highways Infra Trust,0,0,0,0.010000,200000,IV,-,NSE,INE0H7R23014,1,6531,-
2942,NELCO,NELCO Ltd,716.95,0,0,0.050000,1,BE,CASH,NSE,INE045B01015,1,8497,-
23470,NPST,Network People Services Technologies Ltd,80,0,0,0.050000,1600,SM,-,NSE,INE0FFK01017,1,5299,-
12442,NIDAN,Nidan Laboratories & Healthcare Ltd,33.2,0,0,0.050000,1000,SM,-,NSE,INE0J6L01013,1,6592,-
11723,NIFTY 100,Nifty 100,0,0,0,0.050000,1,IN,-,NSE,,1,0,-
11721,NIFTY 50,Nifty 50,0,0,0,0.050000,1,IN,-,NSE,,1,0,-
11717,NIFTY BANK,Nifty Bank,0,0,0,0.050000,1,IN,-,NSE,,1,0,-
15494,NIFTY CPSE,Nifty CPSE,0,0,0,0.050000,1,IN,-,NSE,,1,0,-
11722,NIFTY IT,Nifty IT,0,0,0,0.050000,1,IN,-,NSE,,1,0,-
11704,NIFTY PSE,Nifty PSE,0,0,0,0.050000,1,IN,-,NSE,,1,0,-
15307,NIRAJISPAT,Niraj Ispat Industries Ltd,112,0,0,0.050000,1,BE,CASH,NSE,INE326T01011,1,18844,-
7756,NITINSPIN,Nitin Spinners Ltd,226.4,0,0,0.050000,1,BE,CASH,NSE,INE229H01012,1,13178,-
14857,NRL,Nupur Recyclers Ltd,152.75,0,0,0.050000,2200,SM,-,NSE,INE0JM501013,1,7260,-
747,OMFURN,Omfurn India Ltd,0,0,0,0.050000,6000,SM,-,NSE,INE338Y01016,1,117,-
103189,OSIAHYPER,Osia Hyper Retail Ltd,340.5,0,0,0.050000,400,SM,-,NSE,INE06IR01013,1,9524,-
35305,PALASHSECU,Palash Securities Ltd,109.95,0,0,0.050000,1,BE,CASH,NSE,INE471W01019,1,21387,-
37168,PANSARI,Pansari Developers Ltd,131,0,0,0.050000,1,BE,CASH,NSE,INE697V01011,1,6152,-
1102,PARIN,Parin Furniture Ltd,0,0,0,0.050000,2000,SM,-,NSE,INE00U801010,1,5460,-
15463,PARTYCRUS,Party Cruisers Ltd,97,0,0,0.050000,2000,SM,-,NSE,INE06ZX01015,1,2599,-
88845,PASHUPATI,Pashupati Cotspin Ltd,124.4,0,0,0.050000,1600,SM,-,NSE,INE124Y01010,1,21657,-
13523,PATINTPP,Patel Integrated Logistics Ltd Partly Paidup,4.05,0,0,0.050000,1,E1,-,NSE,IN9529D01012,1,7012,-
13523,PATINTPP,Patel Integrated Logistics Ltd Partly Paidup,4.05,0,0,0.050000,1,E1,-,NSE,IN9529D01012,1,7012,-
22648,PAVNAIND,Pavna Industries Ltd,0,0,0,0.050000,800,SM,-,NSE,INE07S101020,1,2633,-
11779,PKTEA,Peria Karamalai Tea & Produce Company Ltd,312.7,0,0,0.050000,1,BE,CASH,NSE,INE431F01018,1,10318,-
13423,PGINVIT,Powergrid Infrastructure Investment Trust,133.9,0,0,0.010000,1,IV,-,NSE,INE0GGX23010,1,3494,-
14290,PRECISION,Precision Metaliks Ltd,42.9,0,0,0.050000,2000,SM,-,NSE,INE0HKW01018,1,7950,-
3587,PRECWIRE,Precision Wires India Ltd,76.05,0,0,0.050000,1,BE,CASH,NSE,INE372C01037,1,9304,-
14271,PREMEXPLQ,Premier Explosives Ltd,313.3,0,0,0.050000,1,BE,CASH,NSE,INE863B01011,1,17415,-
21378,PROLIFE,Prolife Industries Ltd,165.8,0,0,0.050000,3000,SM,-,NSE,INE994V01012,1,19352,-
38044,PULZ,Pulz Electronics Ltd,37,0,0,0.050000,4000,SM,-,NSE,INE335X01014,1,507,-
48386,PUNJLLOYD,Punj Lloyd Ltd,2.15,0,0,0.050000,1,BZ,-,NSE,INE701B01021,1,13396,-
2399,PVP,PVP Ventures Ltd,4.9,0,0,0.050000,1,BE,CASH,NSE,INE362A01016,1,6273,-
13922,QUADPRO,Quadpro ITeS Ltd,9,0,0,0.050000,6000,SM,-,NSE,INE0GOJ01027,1,5870,-
3065,RMDRIP,R M Drip & Sprinklers Systems Ltd,0,0,0,0.050000,2000,SM,-,NSE,INE219Y01018,1,21816,-
48307,RMCL,Radha Madhav Corporation Ltd,2.35,0,0,0.050000,1,BZ,-,NSE,INE172H01014,1,4820,-
10596,RKDL,Ravikumar Distilleries Ltd,9.8,0,0,0.050000,1,BE,CASH,NSE,INE722J01012,1,20954,-
10374,RELIABLE,Reliable Data Services Ltd,0,0,0,0.050000,2400,SM,-,NSE,INE375Y01018,1,51,-
48216,RNAVAL,Reliance Naval & Engineering Ltd,3.15,0,0,0.050000,1,BZ,-,NSE,INE542F01012,1,1986,-
23472,REXPIPES,Rex Pipes & Cables Industries Ltd,38.25,0,0,0.050000,4000,SM,-,NSE,INE00D001018,1,5309,-
12980,RICHA,Richa Info Systems Ltd,96,0,0,0.050000,1000,SM,-,NSE,INE0J1P01015,1,8208,-
2321,ROLTA,Rolta India Ltd,5.15,0,0,0.050000,1,BE,CASH,NSE,INE293A01013,1,5982,-
2728,RUCHINFRA,Ruchi Infrastructure Ltd,9.4,0,0,0.050000,1,BE,CASH,NSE,INE413B01023,1,8423,-
9038,IBULHSGFIN,S R NCDs - Ser I-Cat.I&II 8.35% Per Annum.,0,0,0,0.010000,1,NX,-,NSE,INE148I07KQ4,1,7729,-
13682,SSINFRA,S.S. Infrastructure Development Consultants Ltd,22.7,0,0,0.050000,3000,SM,-,NSE,INE182Z01015,1,2686,-
11791,SECL,Salasar Exteriors & Contour Ltd,0,0,0,0.050000,3000,SM,-,NSE,INE00Y701018,1,13025,-
48151,SANWARIA,Sanwaria Consumer Ltd,1.1,0,0,0.050000,1,BZ,-,NSE,INE890C01046,1,46,-
17457,SARVESHWAR,Sarveshwar Foods Ltd,42.9,0,0,0.050000,1600,SM,-,NSE,INE324X01018,1,1798,-
14035,662UP30,SDL UP 6.62% 2030,0,0,0,0.010000,100,SG,-,NSE,IN3320200212,1,1695,-
17427,TATACAPHSG,Sec  Red NCDs - Tranche I - Ser I - Cat. I & II 8.00% Per Annum,0,0,0,0.010000,1,N1,-,NSE,INE033L07GL1,1,16770,-
11850,TCFSL,Sec  Red NCDs - Tranche I - Ser I - Cat. I & II 8.35% Per Annum,0,0,0,0.010000,1,NG,-,NSE,INE306N07LH5,1,12944,-
17429,TATACAPHSG,Sec  Red NCDs - Tranche I - Ser I - Cat. III & IV 8.10% Per Annum,0,0,0,0.010000,1,N2,-,NSE,INE033L07GM9,1,16775,-
11851,TCFSL,Sec  Red NCDs - Tranche I - Ser I - Cat. III & IV 8.45% Per Annum,1055,0,0,0.010000,1,NH,-,NSE,INE306N07LI3,1,12947,-
17441,TATACAPHSG,Sec  Red NCDs - Tranche I - Ser II - Cat. I & II 7.92% Monthly Coupon.,0,0,0,0.010000,1,N3,-,NSE,INE033L07GN7,1,16789,-
12297,TCFSL,Sec  Red NCDs - Tranche I - Ser II - Cat. I & II 8.40% Per Annum,0,0,0,0.010000,1,NI,-,NSE,INE306N07LJ1,1,12951,-
11836,TCFSL,Sec  Red NCDs - Tranche I - Ser II - Cat. I & II 8.80% Per Annum,0,0,0,0.010000,1,NC,-,NSE,INE306N07KE4,1,5031,-
17448,TATACAPHSG,Sec  Red NCDs - Tranche I - Ser II - Cat. III & IV 8.01% Monthly Coupon.,0,0,0,0.010000,1,N4,-,NSE,INE033L07GO5,1,16791,-
12298,TCFSL,Sec  Red NCDs - Tranche I - Ser II - Cat. III & IV 8.50% Per Annum,1089,0,0,0.010000,1,NJ,-,NSE,INE306N07LK9,1,12953,-
11855,TCFSL,Sec  Red NCDs - Tranche I - Ser II - Cat. III & IV 8.90% Per Annum,1072.18,0,0,0.010000,1,ND,-,NSE,INE306N07KF1,1,5042,-
20649,TATACAPHSG,Sec  Red NCDs - Tranche I - Ser III - Cat. I & II 8.20% Per Annum,0,0,0,0.010000,1,N5,-,NSE,INE033L07GP2,1,16834,-
12621,TCFSL,Sec  Red NCDs - Tranche I - Ser III - Cat. I & II 8.55% Per Annum,0,0,0,0.010000,1,NK,-,NSE,INE306N07LL7,1,12956,-
20651,TATACAPHSG,Sec  Red NCDs - Tranche I - Ser III - Cat. III & IV 8.30% Per Annum,1051,0,0,0.010000,1,N6,-,NSE,INE033L07GQ0,1,16836,-
12636,TCFSL,Sec  Red NCDs - Tranche I - Ser III - Cat. III & IV 8.65% Per Annum,1121.5,0,0,0.010000,1,NL,-,NSE,INE306N07LM5,1,12958,-
20652,TATACAPHSG,Sec  Red NCDs - Tranche I - Ser IV - Cat. I & II 8.01% Monthly Coupon.,0,0,0,0.010000,1,N7,-,NSE,INE033L07GR8,1,16838,-
20653,TATACAPHSG,Sec  Red NCDs - Tranche I - Ser IV - Cat. III & IV 8.10% Monthly Coupon.,1080,0,0,0.010000,1,N8,-,NSE,INE033L07GS6,1,16870,-
20654,TATACAPHSG,Sec  Red NCDs - Tranche I - Ser V - Cat. I & II 8.30% Per Annum,0,0,0,0.010000,1,N9,-,NSE,INE033L07GT4,1,16872,-
20775,TATACAPHSG,Sec  Red NCDs - Tranche I - Ser V - Cat. III & IV 8.40% Per Annum,0,0,0,0.010000,1,NA,-,NSE,INE033L07GU2,1,16874,-
1062,IBULHSGFIN,Sec Red NCDs -  Ser I - Cat. I & II 8.35% Per Annum.,0,0,0,0.010000,1,NG,-,NSE,INE148I07KA8,1,5815,-
1088,IBULHSGFIN,Sec Red NCDs -  Ser I - Cat. III & IV 8.75% Per Annum.,0,0,0,0.010000,1,NH,-,NSE,INE148I07KB6,1,5817,-
1300,IBULHSGFIN,Sec Red NCDs -  Series II -  Cat. I & II Zero Coupon.,0,0,0,0.010000,1,NI,-,NSE,INE148I07KC4,1,5819,-
1455,IBULHSGFIN,Sec Red NCDs -  Series II -  Cat. III & IV Zero Coupon.,999,0,0,0.010000,1,NJ,-,NSE,INE148I07KD2,1,5821,-
2131,IBULHSGFIN,Sec Red NCDs -  Series III - Cat. I & II 8.05% Monthly Coupon.,0,0,0,0.010000,1,NK,-,NSE,INE148I07KE0,1,5823,-
2132,IBULHSGFIN,Sec Red NCDs -  Series III - Cat. III & IV 8.42% Monthly Coupon.,980.6,0,0,0.010000,1,NL,-,NSE,INE148I07KF7,1,5825,-
3122,IBULHSGFIN,Sec Red NCDs -  Series IV - Cat. I & II 8.50% Per Annum.,0,0,0,0.010000,1,NM,-,NSE,INE148I07KG5,1,5827,-
3123,IBULHSGFIN,Sec Red NCDs -  Series IV - Cat. III & IV 9.00% Per Annum.,0,0,0,0.010000,1,NN,-,NSE,INE148I07KH3,1,5829,-
15129,IBULHSGFIN,Sec Red NCDs -  Series IV -Cat.III&IV 9.00% Per Annum.,0,0,0,0.010000,1,Y5,-,NSE,INE148I07KX0,1,7755,-
3124,IBULHSGFIN,Sec Red NCDs -  Series V - Cat. III & IV Zero Coupon.,0,0,0,0.010000,1,NO,-,NSE,INE148I07KJ9,1,5842,-
15454,IBULHSGFIN,Sec Red NCDs -  Series V - Cat.III&IV Zero Coupon.,0,0,0,0.010000,1,Y6,-,NSE,INE148I07KY8,1,7757,-
3125,IBULHSGFIN,Sec Red NCDs -  Series VI - Cat. I & II 8.20% Monthly Coupon.,0,0,0,0.010000,1,NP,-,NSE,INE148I07KK7,1,5844,-
5199,IBULHSGFIN,Sec Red NCDs -  Series VI - Cat. III & IV 8.66% Monthly Coupon.,0,0,0,0.010000,1,NQ,-,NSE,INE148I07KL5,1,5846,-
15457,IBULHSGFIN,Sec Red NCDs -  Series VI - Cat.I&II 8.20% Monthly Coupon.,0,0,0,0.010000,1,Y7,-,NSE,INE148I07KZ5,1,7761,-
15460,IBULHSGFIN,Sec Red NCDs -  Series VI - Cat.III&IV 8.66% Monthly Coupon.,0,0,0,0.010000,1,Y8,-,NSE,INE148I07LA6,1,7763,-
5247,IBULHSGFIN,Sec Red NCDs -  Series VII - Cat. I & II 8.75% Per Annum.,0,0,0,0.010000,1,NR,-,NSE,INE148I07KM3,1,5850,-
11852,IBULHSGFIN,Sec Red NCDs -  Series VII - Cat. III & IV 9.25% Per Annum.,0,0,0,0.010000,1,NS,-,NSE,INE148I07KN1,1,5855,-
16021,IBULHSGFIN,Sec Red NCDs -  Series VII -Cat.I&II 8.75% Per Annum.,0,0,0,0.010000,1,Y9,-,NSE,INE148I07LB4,1,7765,-
16045,IBULHSGFIN,Sec Red NCDs -  Series VII -Cat.III&IV 9.25% Per Annum.,1005,0,0,0.010000,1,YA,-,NSE,INE148I07LC2,1,7769,-
11868,IBULHSGFIN,Sec Red NCDs -  Series VIII - Cat. III & IV 8.89% Monthly Coupon.,967.49,0,0,0.010000,1,NT,-,NSE,INE148I07KP6,1,5857,-
16384,IBULHSGFIN,Sec Red NCDs -  Series VIII -Cat.I&II 8.43% Monthly Coupon.,0,0,0,0.010000,1,YB,-,NSE,INE148I07LD0,1,7772,-
16752,IBULHSGFIN,Sec Red NCDs -  Series VIII -Cat.III&IV 8.89% Monthly Coupon.,0,0,0,0.010000,1,YC,-,NSE,INE148I07LE8,1,7777,-
10124,IBULHSGFIN,Sec Red NCDs - Ser I -Cat.III & IV 8.75% Per Annum.,0,0,0,0.010000,1,NY,-,NSE,INE148I07KR2,1,7731,-
14865,IBULHSGFIN,Sec Red NCDs - Series II - Cat.III&IV Zero Coupon.,0,0,0,0.010000,1,Y1,-,NSE,INE148I07KT8,1,7740,-
14863,IBULHSGFIN,Sec Red NCDs - Series II -Cat.I&II Zero Coupon.,0,0,0,0.010000,1,NZ,-,NSE,INE148I07KS0,1,7734,-
14884,IBULHSGFIN,Sec Red NCDs - Series III -Cat.I&II 8.05% Monthly Coupon.,0,0,0,0.010000,1,Y2,-,NSE,INE148I07KU6,1,7744,-
14904,IBULHSGFIN,Sec Red NCDs - Series III -Cat.III&IV 8.42% Monthly Coupon.,970,0,0,0.010000,1,Y3,-,NSE,INE148I07KV4,1,7749,-
14952,IBULHSGFIN,Sec Red NCDs - Series IV -Cat.I&II 8.50% Per Annum.,0,0,0,0.010000,1,Y4,-,NSE,INE148I07KW2,1,7752,-
842,L&TFINANCE,Sec Red NCDs - Tranche I - Ser I - Cat- I & II - 8.25% Per Annum,0,0,0,0.010000,1,NX,-,NSE,INE027E07AR8,1,15438,-
