instrumentToken,instrumentName,name,lastPrice,expiry,strike,tickSize,lotSize,instrumentType,segment,exchange,isin,multiplier,exchangeToken,OptionType
11296,LYPSAGEMS,Lypsa Gems & Jewellery Ltd,5.88,0,0,0.010000,1,EQ,CASH,BSE,INE142K01011,1,534532,-
14236,MKEXIM,M K Exim (India) Ltd,91.5,0,0,0.050000,1,EQ,CASH,BSE,INE227F01010,1,538890,-
370,MMFL,M M Forgings Ltd,846.75,0,0,0.050000,1,EQ,CASH,BSE,INE227C01017,1,522241,-
33194,MMRUBBR-B,M M Rubber Co Ltd,56.8,0,0,0.050000,1,EQ,CASH,BSE,INE159E01026,1,509196,-
9034,MAANALU,Maan Aluminium Ltd,134.75,0,0,0.050000,1,EQ,CASH,BSE,INE215I01019,1,532906,-
69213,MCCHRLS-B,Mac Charles (India) Ltd,804.45,0,0,0.050000,1,EQ,CASH,BSE,INE435D01014,1,507836,-
107946,MACH,Mac Hotels Ltd,29.85,0,0,0.050000,1500,EQ,CASH,BSE,INE004Z01011,1,541973,-
5304,MACPLASQ,Machino Plastics Ltd,102.8,0,0,0.050000,1,EQ,CASH,BSE,INE082B01018,1,523248,-
45611,LODHA,Macrotech Developers Ltd,1125.3,0,0,0.050000,1,EQ,CASH,BSE,INE670K01029,1,543287,-
23801,MADHAVIPL,Madhav Infra Projects Ltd,4.97,0,0,0.010000,1,EQ,CASH,BSE,INE631R01026,1,539894,-
6939,MADHAV,Madhav Marbles and Granites Ltd,52.7,0,0,0.050000,1,EQ,CASH,BSE,INE925C01016,1,515093,-
6177,MADHUCON,Madhucon Projects Ltd,5.72,0,0,0.010000,1,EQ,CASH,BSE,INE378D01032,1,531497,-
225,MADSUDIND,Madhusudan Industries Ltd,27.25,0,0,0.050000,1,EQ,CASH,BSE,INE469C01023,1,515059,-
22909,MADRASFERT,Madras Fertilizers Ltd,49.55,0,0,0.050000,1,EQ,CASH,BSE,INE414A01015,1,590134,-
46297,METSL,Maestros Electronics & Telecommun. Systems Ltd,53.5,0,0,0.050000,1,EQ,CASH,BSE,INE318N01011,1,538401,-
1558,MAFATLAIND,Mafatlal Industries Ltd,174.6,0,0,0.050000,1,EQ,CASH,BSE,INE270B01027,1,500264,-
37896,MAGADSUGAR,Magadh Sugar & Energy Ltd,315.05,0,0,0.050000,1,EQ,CASH,BSE,INE347W01011,1,540650,-
5077,MAGNAELQ,Magna Electro Castings Ltd,199.75,0,0,0.050000,1,EQ,CASH,BSE,INE437D01010,1,517449,-
8996,MAGNUM,Magnum Ventures Ltd,11.01,0,0,0.010000,1,EQ,CASH,BSE,INE387I01016,1,532896,-
568,MAHAPEXLTD,Maha Rashtra Apex Corporation Ltd,93.45,0,0,0.050000,1,EQ,CASH,BSE,INE843B01013,1,523384,-
5174,MAHAANF,Mahaan Foods Ltd,22.95,0,0,0.050000,1,EQ,CASH,BSE,INE734D01010,1,519612,-
4993,MHLXMIRU,Mahalaxmi Rubtech Ltd,121,0,0,0.050000,1,EQ,CASH,BSE,INE112D01035,1,514450,-
4921,MAHASTEEL,Mahamaya Steel Industries Ltd,70,0,0,0.050000,1,EQ,CASH,BSE,INE451L01014,1,513554,-
73662,MGL,Mahanagar Gas Ltd,779.6,0,0,0.050000,1,EQ,CASH,BSE,INE002S01010,1,539957,-
1627,MTNL,Mahanagar Telephone Nigam Ltd,22.55,0,0,0.050000,1,EQ,CASH,BSE,INE153A01019,1,500108,-
4472,MAHACORP,Maharashtra Corporation Ltd,1.69,0,0,0.010000,1,EQ,CASH,BSE,INE272E01027,1,505523,-
566,MAHSCOOTER,Maharashtra Scooters Ltd,3679.45,0,0,0.050000,1,EQ,CASH,BSE,INE288A01013,1,500266,-
1560,MAHSEAMLES,Maharashtra Seamless Ltd,551.5,0,0,0.050000,1,EQ,CASH,BSE,INE271B01025,1,500265,-
35768,MHSGRMS,Mahasagar Travels Ltd,2.98,0,0,0.010000,100,EQ,CASH,BSE,INE007G01014,1,526795,-
37921,MAHESH,Mahesh Developers Ltd,9.19,0,0,0.010000,1,EQ,CASH,BSE,INE01MO01013,1,542677,-
7887,M&MFIN,Mahindra & Mahindra Financial Services Ltd,159.15,0,0,0.050000,1,EQ,CASH,BSE,INE774D01024,1,532720,-
1549,M&M,Mahindra & Mahindra Ltd,805.8,0,0,0.050000,1,EQ,CASH,BSE,INE101A01026,1,500520,-
8220,MAHINDCIE,Mahindra CIE Automotive Ltd,171.8,0,0,0.050000,1,EQ,CASH,BSE,INE536H01010,1,532756,-
5356,MAHEPC,Mahindra EPC Irrigation Ltd,90.45,0,0,0.050000,1,EQ,CASH,BSE,INE215D01010,1,523754,-
9865,MHRIL,Mahindra Holidays & Resorts India Ltd,229.9,0,0,0.050000,1,EQ,CASH,BSE,INE998I01010,1,533088,-
3046,MAHLIFE,Mahindra Lifespace Developers Ltd,396.4,0,0,0.050000,1,EQ,CASH,BSE,INE813A01018,1,532313,-
22240,MAHLOG,Mahindra Logistics Ltd,506.55,0,0,0.050000,1,EQ,CASH,BSE,INE766P01016,1,540768,-
9469,MAITHANALL,Maithan Alloys Ltd,1327.65,0,0,0.050000,1,EQ,CASH,BSE,INE683C01011,1,590078,-
1563,MAJESAUTO,Majestic Auto Ltd,129.35,0,0,0.050000,1,EQ,CASH,BSE,INE201B01022,1,500267,-
20733,MRSS,Majestic Research Services & Solutions Ltd,7.01,0,0,0.010000,600,EQ,CASH,BSE,INE196R01012,1,539229,-
4556,MAKERSL,Makers Laboratories Ltd,182.6,0,0,0.050000,1,EQ,CASH,BSE,INE987A01010,1,506919,-
15033,MALLCOM,Mallcom (India) Ltd,758.1,0,0,0.050000,1,EQ,CASH,BSE,INE389C01015,1,539400,-
7926,MALUPAPER,Malu Paper Mills Ltd,34.8,0,0,0.050000,1,EQ,CASH,BSE,INE383H01017,1,532728,-
1568,MANINDS,Man Industries (India) Ltd,95.6,0,0,0.050000,1,EQ,CASH,BSE,INE993A01026,1,513269,-
10205,MANINFRA,Man Infraconstruction Ltd,104.2,0,0,0.050000,1,EQ,CASH,BSE,INE949H01023,1,533169,-
15743,MANAKALUCO,Manaksia Aluminium Company Ltd,23.95,0,0,0.050000,1,EQ,CASH,BSE,INE859Q01017,1,539045,-
15742,MANAKCOAT,Manaksia Coated Metals & Industries Ltd,26,0,0,0.050000,1,EQ,CASH,BSE,INE830Q01018,1,539046,-
9192,MANAKSIA,Manaksia Ltd,74.1,0,0,0.050000,1,EQ,CASH,BSE,INE015D01022,1,532932,-
15745,MANAKSTEEL,Manaksia Steels Ltd,43.3,0,0,0.050000,1,EQ,CASH,BSE,INE824Q01011,1,539044,-
1566,MANALIPETC,Manali Petrochemicals Ltd,108.4,0,0,0.050000,1,EQ,CASH,BSE,INE201A01024,1,500268,-
6034,MANAPPURAM,Manappuram Finance Ltd,113.6,0,0,0.050000,1,EQ,CASH,BSE,INE522D01027,1,531213,-
21779,MANAS,Manas Properties Ltd,370,0,0,0.050000,300,EQ,CASH,BSE,INE800W01019,1,540402,-
11920,TMRVL,Mandhana Retail Ventures Ltd,14.6,0,0,0.010000,1,EQ,CASH,BSE,INE759V01019,1,540210,-
69111,MANCREDIT,Mangal Credit & Fincorp Ltd,100.45,0,0,0.050000,1,EQ,CASH,BSE,INE545L01039,1,505850,-
1570,MANGLMCEM,Mangalam Cement Ltd,389.1,0,0,0.050000,1,EQ,CASH,BSE,INE347A01017,1,502157,-
4317,MANGALAM,Mangalam Drugs and Organics Ltd,102.85,0,0,0.050000,1,EQ,CASH,BSE,INE584F01014,1,532637,-
179701,MANGIND,Mangalam Industrial Finance Ltd,6.19,0,0,0.010000,1,EQ,CASH,BSE,INE717C01025,1,537800,-
4988,MANORG,Mangalam Organics Ltd,899.55,0,0,0.050000,1,EQ,CASH,BSE,INE370D01013,1,514418,-
20736,MSL,Mangalam Seeds Ltd,85.75,0,0,0.050000,1,EQ,CASH,BSE,INE829S01016,1,539275,-
5681,MANGCHEFER,Mangalore Chemicals & Fertilizers Ltd,86.4,0,0,0.050000,1,EQ,CASH,BSE,INE558B01017,1,530011,-
1621,MRPL,Mangalore Refinery And Petrochemicals Ltd,41.5,0,0,0.050000,1,EQ,CASH,BSE,INE103A01014,1,500109,-
9932,MANJEERA,Manjeera Constructions Ltd,28.1,0,0,0.050000,1,EQ,CASH,BSE,INE320D01018,1,533078,-
21777,MANOMAY,Manomay Tex India Ltd,65,0,0,0.050000,4000,EQ,CASH,BSE,INE784W01015,1,540396,-
107947,MANORAMA,Manorama Industries Ltd,1163.3,0,0,0.050000,1,EQ,CASH,BSE,INE00VM01010,1,541974,-
51,MANUGRAPH,Manugraph India Ltd,13.1,0,0,0.010000,1,EQ,CASH,BSE,INE867A01022,1,505324,-
1573,MARALOVER,Maral Overseas Ltd,81.65,0,0,0.050000,1,EQ,CASH,BSE,INE882A01013,1,521018,-
4397,MARATHON,Marathon Nextgen Realty Ltd,116.75,0,0,0.050000,1,EQ,CASH,BSE,INE182D01020,1,503101,-
7773,MARGOFIN,Margo Finance Ltd,27.6,0,0,0.050000,1,EQ,CASH,BSE,INE680B01019,1,500206,-
1576,MARICO,Marico Ltd,503.65,0,0,0.050000,1,EQ,CASH,BSE,INE196A01026,1,531642,-
6181,MARIS,Maris Spinners Ltd,108.7,0,0,0.050000,1,EQ,CASH,BSE,INE866D01010,1,531503,-
5658,MKTCREAT,Market Creators Ltd,10.99,0,0,0.010000,1,EQ,CASH,BSE,INE944C01017,1,526891,-
28648,MTCL,Markolines Traffic Controls Ltd,72,0,0,0.050000,1600,EQ,CASH,BSE,INE0FW001016,1,543364,-
3872,MARKSANS,Marksans Pharma Ltd,45.55,0,0,0.050000,1,EQ,CASH,BSE,INE750C01026,1,524404,-
5330,MARBU,Martin Burn Ltd,46.15,0,0,0.050000,1,EQ,CASH,BSE,INE199D01016,1,523566,-
8110,MAINFRA,Maruti Infrastructure Ltd,58.7,0,0,0.050000,1,EQ,CASH,BSE,INE392G01010,1,531540,-
12273,MARUTIIPL,Maruti Interior Products Ltd,58,0,0,0.050000,2000,EQ,CASH,BSE,INE0JSJ01014,1,543464,-
3935,MARUTI,Maruti Suzuki India Ltd,7559.9,0,0,0.050000,1,EQ,CASH,BSE,INE585B01010,1,532500,-
16681,MASFIN,MAS Financial Services Ltd,534.75,0,0,0.050000,1,EQ,CASH,BSE,INE348L01012,1,540749,-
1578,MASTEK,Mastek Ltd,3318.85,0,0,0.050000,1,EQ,CASH,BSE,INE759A01021,1,523704,-
4756,MATHEWE,Mathew Easow Research Securities Ltd,6.37,0,0,0.010000,1,EQ,CASH,BSE,INE963B01019,1,511688,-
17639,MATRIMONY,Matrimony.com Ltd,666.7,0,0,0.050000,1,EQ,CASH,BSE,INE866R01028,1,540704,-
46903,MUL,Mauria Udyog Ltd,3.7,0,0,0.010000,1,EQ,CASH,BSE,INE150D01027,1,539219,-
1944,MAWANASUG,Mawana Sugars Ltd,133.15,0,0,0.050000,1,EQ,CASH,BSE,INE636A01039,1,523371,-
37900,MASL,Max Alert Systems Ltd,4.08,0,0,0.010000,800,EQ,CASH,BSE,INE253N01010,1,534563,-
1584,MFSL,Max Financial Services Ltd,753.9,0,0,0.050000,1,EQ,CASH,BSE,INE180A01020,1,500271,-
16500,MAXHEALTH,Max Healthcare Institute Ltd,346.9,0,0,0.050000,1,EQ,CASH,BSE,INE027H01010,1,543220,-
21695,MAXHEIGHTS,Max Heights Infrastructure Ltd,17,0,0,0.050000,1,EQ,CASH,BSE,INE393F01010,1,534338,-
19662,MAXIND,Max India Ltd,73.8,0,0,0.050000,1,EQ,CASH,BSE,INE0CG601016,1,543223,-
75067,MAXVIL,Max Ventures and Industries Ltd,103.75,0,0,0.050000,1,EQ,CASH,BSE,INE154U01015,1,539940,-
21778,MAXIMUS,Maximus International Ltd,102,0,0,0.050000,1,EQ,CASH,BSE,INE544W01013,1,540401,-
25044,MAYUKH,Mayukh Dealtrade Ltd,11.03,0,0,0.010000,1,EQ,CASH,BSE,INE280E01020,1,539519,-
5263,MAYURUNIQ,Mayur Uniquoters Ltd,358.2,0,0,0.050000,1,EQ,CASH,BSE,INE040D01038,1,522249,-
25576,MAZDOCK,Mazagon Dock Shipbuilders Ltd,239.6,0,0,0.050000,1,EQ,CASH,BSE,INE249Z01012,1,543237,-
5359,MAZDALTD,Mazda Ltd,493.45,0,0,0.050000,1,EQ,CASH,BSE,INE885E01034,1,523792,-
10069,MBLINFRA,MBL Infrastructures Ltd,24.4,0,0,0.050000,1,EQ,CASH,BSE,INE912H01013,1,533152,-
7318,MCLEODRUSS,Mcleod Russel India Ltd,22.8,0,0,0.050000,1,EQ,CASH,BSE,INE942G01012,1,532654,-
226,MEDICAPS,Medi Caps Ltd,49.65,0,0,0.050000,1,EQ,CASH,BSE,INE442D01010,1,523144,-
4825,MMWL,Media Matrix Worldwide Ltd,11.55,0,0,0.010000,1,EQ,CASH,BSE,INE200D01020,1,512267,-
5998,MEDICAMEQ,Medicamen Biotech Ltd,643.7,0,0,0.050000,1,EQ,CASH,BSE,INE646B01010,1,531146,-
19778,MIL,Medico Intercontinental Ltd,58.15,0,0,0.050000,1,EQ,CASH,BSE,INE858Q01019,1,539938,-
15255,MEDICO,Medico Remedies Ltd,84,0,0,0.050000,1200,EQ,CASH,BSE,INE630Y01016,1,540937,-
12913,MEDPLUS,Medplus Health Services Ltd,1010.25,0,0,0.050000,1,EQ,CASH,BSE,INE804L01022,1,543427,-
67633,MEL,Meenakshi Enterprises Ltd,13.3,0,0,0.010000,1,EQ,CASH,BSE,INE242Q01016,1,538834,-
33597,MEENST,MEENAKSHI STEEL INDUSTRIE,10,0,0,0.010000,50,EQ,CASH,BSE,0,1,512505,-
21788,MEERA,Meera Industries Ltd,99.6,0,0,0.050000,1,EQ,CASH,BSE,INE343X01018,1,540519,-
6018,MEFCOMCAP,Mefcom Capital Markets Ltd,24.2,0,0,0.050000,1,EQ,CASH,BSE,INE186C01015,1,531176,-
6137,MEGACOR,Mega Corporation Ltd,2.69,0,0,0.010000,1,EQ,CASH,BSE,INE804B01023,1,531417,-
6593,MEGASOFT,Megasoft Ltd,51.35,0,0,0.050000,1,EQ,CASH,BSE,INE933B01012,1,532408,-
37544,MEGASTAR,Megastar Foods Ltd,127.8,0,0,0.050000,1,EQ,CASH,BSE,INE00EM01016,1,541352,-
18354,MFL,Meghmani Finechem Ltd,973.75,0,0,0.050000,1,EQ,CASH,BSE,INE071N01016,1,543332,-
18356,MOL,Meghmani Organics Ltd,104.25,0,0,0.050000,1,EQ,CASH,BSE,INE0CT101020,1,543331,-
14963,MEGRISOFT,Megri Soft Ltd,147.05,0,0,0.050000,1,EQ,CASH,BSE,INE756R01013,1,539012,-
98644,MEHAI,Mehai Technology Ltd,42.15,0,0,0.050000,1,EQ,CASH,BSE,INE062Y01012,1,540730,-
8099,MENAMANI,Mena Mani Industries Ltd,14.2,0,0,0.010000,1,EQ,CASH,BSE,INE148B01025,1,531127,-
5365,MENONBE,Menon Bearings Ltd,88.8,0,0,0.050000,1,EQ,CASH,BSE,INE071D01033,1,523828,-
6303,MENNPIS,Menon Pistons Ltd,49,0,0,0.050000,1,EQ,CASH,BSE,INE650G01029,1,531727,-
25172,MEP,MEP Infrastructure Developers Ltd,19.25,0,0,0.050000,1,EQ,CASH,BSE,INE776I01010,1,539126,-
16350,MERCANTILE,Mercantile Ventures Ltd,17.9,0,0,0.050000,1,EQ,CASH,BSE,INE689O01013,1,538942,-
5524,MERCATOR,Mercator Ltd,1.87,0,0,0.010000,1,EQ,CASH,BSE,INE934B01028,1,526235,-
15586,MERCURYLAB,Mercury Laboratories Ltd,485,0,0,0.050000,1,EQ,CASH,BSE,INE947G01011,1,538964,-
6344,METALCO,Metal Coatings (India) Ltd,42.25,0,0,0.050000,1,EQ,CASH,BSE,INE161E01014,1,531810,-
12388,METROBRAND,Metro Brands Ltd,619.3,0,0,0.050000,1,EQ,CASH,BSE,INE317I01021,1,543426,-
1186,GLOBABOARD,Metroglobal Ltd,75.8,0,0,0.050000,1,EQ,CASH,BSE,INE085D01033,1,500159,-
16779,METROPOLIS,Metropolis Healthcare Ltd,2036.7,0,0,0.050000,1,EQ,CASH,BSE,INE112L01020,1,542650,-
21766,MHEL,Mewar Hi-Tech Engineering Ltd,29,0,0,0.050000,3000,EQ,CASH,BSE,INE957U01011,1,540150,-
8083,MFLINDIA,MFL India Ltd,1.51,0,0,0.010000,1,EQ,CASH,BSE,INE244C01020,1,526622,-
33814,MFSINTRCRP,MFS Intercorp Ltd,21.75,0,0,0.050000,1,EQ,CASH,BSE,INE614F01019,1,513721,-
8776,MICEL,MIC Electronics Ltd,16.75,0,0,0.050000,1,EQ,CASH,BSE,INE287C01037,1,532850,-
8079,MIDEASTP,Mid East Portfolio Management Ltd,5.9,0,0,0.010000,1,EQ,CASH,BSE,INE033E01015,1,526251,-
33862,MILEFUR,Milestone Furniture Ltd,9.7,0,0,0.010000,3000,EQ,CASH,BSE,INE424Z01011,1,541337,-
15578,MILESTONE,Milestone Global Ltd,18,0,0,0.050000,1,EQ,CASH,BSE,INE151H01018,1,531338,-
4582,MLKFOOD,Milkfood Ltd,373,0,0,0.050000,1,EQ,CASH,BSE,INE588G01013,1,507621,-
24396,MILLENNIUM,Millennium Online Solutions (India) Ltd,2.75,0,0,0.010000,1,EQ,CASH,BSE,INE570N01025,1,511187,-
6156,MINAXI,Minaxi Textiles Ltd,3.15,0,0,0.010000,1,EQ,CASH,BSE,INE952C01028,1,531456,-
15581,MINDACORP,Minda Corporation Ltd,206.9,0,0,0.050000,1,EQ,CASH,BSE,INE842C01021,1,538962,-
6653,MINDAIND,Minda Industries Ltd,932.45,0,0,0.050000,1,EQ,CASH,BSE,INE405E01023,1,532539,-
5058,MINDTECK,Mindteck (India) Ltd,130.95,0,0,0.050000,1,EQ,CASH,BSE,INE110B01017,1,517344,-
8646,MINDTREE,Mindtree Ltd,4302.55,0,0,0.050000,1,EQ,CASH,BSE,INE018I01017,1,532819,-
12378,MAHKTECH,Mirae Asset Hang Seng TECH ETF,14.69,0,0,0.010000,1,EQ,CASH,BSE,INF769K01HS7,1,543414,-
24474,MAN50ETF,Mirae Asset Nifty 50 ETF,180.4,0,0,0.010000,1,EQ,CASH,BSE,INF769K01EG9,1,542131,-
25855,MAFSETF,Mirae Asset Nifty Financial Services ETF - RG,17.07,0,0,0.010000,1,EQ,CASH,BSE,INF769K01HI8,1,543323,-
12205,MAMFGETF,Mirae Asset Nifty India Manufacturing ETF,79.89,0,0,0.010000,1,EQ,CASH,BSE,INF769K01IB1,1,543454,-
13009,MAM150ETF,Mirae Asset Nifty Midcap 150 ETF,11.1,0,0,0.010000,1,EQ,CASH,BSE,INF769K01IC9,1,543481,-
106386,MANXT50ETF,Mirae Asset Nifty Next 50 ETF,413.63,0,0,0.010000,1,EQ,CASH,BSE,INF769K01FN2,1,542922,-
24564,MAFANG,Mirae Asset NYSE FANG+ ETF,51.23,0,0,0.010000,1,EQ,CASH,BSE,INF769K01HF4,1,543291,-
63580,MASPTOP50,Mirae Asset S&P 500 Top 50 ETF,30.09,0,0,0.010000,1,EQ,CASH,BSE,INF769K01HP3,1,543365,-
1594,MIRCELECTR,MIRC Electronics Ltd,18.95,0,0,0.050000,1,EQ,CASH,BSE,INE831A01028,1,500279,-
1596,MIRZAINT,Mirza International Ltd,161,0,0,0.050000,1,EQ,CASH,BSE,INE771A01026,1,526642,-
97109,MIDHANI,Mishra Dhatu Nigam Ltd,165.4,0,0,0.050000,1,EQ,CASH,BSE,INE099Z01011,1,541195,-
30615,MISQUITA,Misquita Engineering Ltd,33,0,0,0.050000,2000,EQ,CASH,BSE,INE957W01025,1,542801,-
34668,MITSHI,Mitshi India Ltd,14.11,0,0,0.010000,1,EQ,CASH,BSE,INE844D01017,1,523782,-
21755,MITSU,Mitsu Chem Plast Ltd,250.75,0,0,0.050000,1,EQ,CASH,BSE,INE317V01016,1,540078,-
4893,MMTC,MMTC Ltd,44.15,0,0,0.050000,1,EQ,CASH,BSE,INE123F01029,1,513377,-
4415,MODWOOL,Modella Woollens Ltd,120,0,0,0.050000,1,EQ,CASH,BSE,INE380D01012,1,503772,-
6955,MODAIRY,Modern Dairies Ltd,7.6,0,0,0.010000,1,EQ,CASH,BSE,INE617B01011,1,519287,-
4670,MODRNSH,Modern Shares & Stockbrokers Ltd,20.2,0,0,0.050000,1,EQ,CASH,BSE,INE370A01019,1,509760,-
4889,MDRNSTL,Modern Steels Ltd,23.75,0,0,0.050000,1,EQ,CASH,BSE,INE001F01019,1,513303,-
5115,MODINATUR,Modi Naturals Ltd,197,0,0,0.050000,1,EQ,CASH,BSE,INE537F01012,1,519003,-
581,MODIPON,Modipon Ltd,46,0,0,0.050000,1,EQ,CASH,BSE,INE170C01019,1,503776,-
4532,MODISNME,Modison Metals Ltd,66.15,0,0,0.050000,1,EQ,CASH,BSE,INE737D01021,1,506261,-
32684,MODULEX,Modulex Construction Technologies Ltd,16.2,0,0,0.050000,1,EQ,CASH,BSE,INE064R01012,1,504273,-
6152,MOHITIND,Mohit Industries Ltd,19.7,0,0,0.050000,1,EQ,CASH,BSE,INE954E01012,1,531453,-
6501,MOHITE,Mohite Industries Ltd,21.9,0,0,0.050000,1,EQ,CASH,BSE,INE154B01015,1,532140,-
10572,MOIL,MOIL Ltd,184.45,0,0,0.050000,1,EQ,CASH,BSE,INE490G01020,1,533286,-
9767,MOLDTKPAC,Mold-Tek Packaging Ltd,728.75,0,0,0.050000,1,EQ,CASH,BSE,INE893J01029,1,533080,-
293,MOLDTECH,Mold-Tek Technologies Ltd,80.8,0,0,0.050000,1,EQ,CASH,BSE,INE835B01035,1,526263,-
4726,MONARCH,Monarch Networth Capital Ltd,192.45,0,0,0.050000,1,EQ,CASH,BSE,INE903D01011,1,511551,-
20676,MMLF,Money Masters Leasing & Finance Ltd,7.24,0,0,0.010000,10000,EQ,CASH,BSE,INE340O01013,1,535910,-
20700,MONEYBOXX,Moneyboxx Finance Ltd,114.8,0,0,0.050000,1,EQ,CASH,BSE,INE296Q01012,1,538446,-
26627,MONTECARLO,Monte Carlo Fashions Ltd,484.55,0,0,0.050000,1,EQ,CASH,BSE,INE950M01013,1,538836,-
6664,MORARJEE,Morarjee Textiles Ltd,20.85,0,0,0.050000,1,EQ,CASH,BSE,INE161G01027,1,532621,-
4725,MORARKFI,Morarka Finance Ltd,102.9,0,0,0.050000,1,EQ,CASH,BSE,INE367A01015,1,511549,-
1609,MOREPENLAB,Morepen Laboratories Ltd,36.6,0,0,0.050000,1,EQ,CASH,BSE,INE083A01026,1,500288,-
5526,MORGAN,Morgan Ventures Ltd,25.9,0,0,0.050000,1,EQ,CASH,BSE,INE902C01015,1,526237,-
5293,MORGANITE,Morganite Crucible (India) Ltd,1025.55,0,0,0.050000,1,EQ,CASH,BSE,INE599F01020,1,523160,-
6592,MOSCHIP,Moschip Technologies Ltd,60.8,0,0,0.050000,1,EQ,CASH,BSE,INE935B01025,1,532407,-
1616,MOTHERSUMI,Motherson Sumi Systems Ltd,139.35,0,0,0.050000,1,EQ,CASH,BSE,INE775A01035,1,517334,-
12012,MOGSEC,Motilal Oswal 5 Year G-Sec ETF,49.61,0,0,0.010000,1,EQ,CASH,BSE,INF247L01AK4,1,543250,-
8984,MOTILALOFS,Motilal Oswal Financial Services Ltd,869.6,0,0,0.050000,1,EQ,CASH,BSE,INE338I01027,1,532892,-
10352,MOM50,Motilal Oswal M50 ETF,173.04,0,0,0.010000,1,EQ,CASH,BSE,INF247L01536,1,590115,-
21640,MOM100,Motilal Oswal Midcap 100 ETF,31.24,0,0,0.010000,1,EQ,CASH,BSE,INF247L01023,1,536960,-
10707,MON100,Motilal Oswal NASDAQ 100 ETF,115.99,0,0,0.010000,1,EQ,CASH,BSE,INF247L01AP3,1,533385,-
14710,MONQ50,Motilal Oswal Nasdaq Q 50 ETF,56.59,0,0,0.010000,1,EQ,CASH,BSE,INF247L01AU3,1,543437,-
16257,MOMOMENTUM,Motilal Oswal Nifty 200 Momentum 30 ETF,203.29,0,0,0.010000,1,EQ,CASH,BSE,INF247L01AX7,1,543465,-
12705,MOLOWVOL,Motilal Oswal S&P BSE Low Volatility ETF,110.14,0,0,0.010000,1,EQ,CASH,BSE,INF247L01BA3,1,543501,-
227,MOTOGENFIN,Motor & General Finance Ltd,26.65,0,0,0.050000,1,EQ,CASH,BSE,INE861B01023,1,501343,-
7978,MPDL,MPDL Ltd,15.45,0,0,0.050000,1,EQ,CASH,BSE,INE493H01014,1,532723,-
873,MPHASIS,Mphasis Ltd,3376.6,0,0,0.050000,1,EQ,CASH,BSE,INE356A01018,1,526299,-
1580,MATHPLATT,MPIL Corporation Ltd,215.75,0,0,0.050000,1,EQ,CASH,BSE,INE844C01027,1,500450,-
1592,MILTONPLAS,MPL Plastics Ltd,6.42,0,0,0.010000,1,EQ,CASH,BSE,INE343A01016,1,526143,-
3870,MPSLTD,MPS Ltd,590.15,0,0,0.050000,1,EQ,CASH,BSE,INE943D01017,1,532440,-
13905,MRCEXIM,MRC Exim Ltd,58.5,0,0,0.050000,8000,EQ,CASH,BSE,INE333Y01017,1,540809,-
582,MRF,MRF Ltd,64973.35,0,0,0.050000,1,EQ,CASH,BSE,INE883A01011,1,500290,-
3488,MRO-TEK,MRO-TEK Realty Ltd,50.45,0,0,0.050000,1,EQ,CASH,BSE,INE398B01018,1,532376,-
16334,MRP,MRP Agro Ltd,39,0,0,0.050000,3000,EQ,CASH,BSE,INE0D7801012,1,543262,-
19137,BECTORFOOD,Mrs Bectors Food Specialities Ltd,280.3,0,0,0.050000,1,EQ,CASH,BSE,INE495P01012,1,543253,-
7176,MSPL,MSP Steel & Power Ltd,10.72,0,0,0.010000,1,EQ,CASH,BSE,INE752G01015,1,532650,-
14590,MSTCLTD,MSTC Ltd,306.3,0,0,0.050000,1,EQ,CASH,BSE,INE255X01014,1,542597,-
11214,MTEDUCARE,MT Educare Ltd,7.84,0,0,0.010000,1,EQ,CASH,BSE,INE472M01018,1,534312,-
28600,MTARTECH,MTAR Technologies Ltd,1748.3,0,0,0.050000,1,EQ,CASH,BSE,INE864I01014,1,543270,-
12141,MUDRA,Mudra Financial Services Ltd,4.04,0,0,0.010000,1,EQ,CASH,BSE,INE967S01014,1,539819,-
4004,MUKANDLTD,Mukand Ltd,141,0,0,0.050000,1,EQ,CASH,BSE,INE304A01026,1,500460,-
1630,MUKATPIPE,Mukat Pipes Ltd,6.69,0,0,0.010000,1,EQ,CASH,BSE,INE862C01029,1,523832,-
8211,MUKESHB,Mukesh Babu Financial Services Ltd,103.3,0,0,0.050000,1,EQ,CASH,BSE,INE596B01017,1,530341,-
11645,MUKTA,Mukta Agriculture Ltd,6.06,0,0,0.010000,1,EQ,CASH,BSE,INE160O01031,1,535204,-
3335,MUKTAARTS,Mukta Arts Ltd,46.5,0,0,0.050000,1,EQ,CASH,BSE,INE374B01019,1,532357,-
11162,MCX,Multi Commodity Exchange of India Ltd,1413.7,0,0,0.050000,1,EQ,CASH,BSE,INE745G01035,1,534091,-
5511,MULTIBASE,Multibase India Ltd,192.7,0,0,0.050000,1,EQ,CASH,BSE,INE678F01014,1,526169,-
3946,MUNJALAU,Munjal Auto Industries Ltd,40.85,0,0,0.050000,1,EQ,CASH,BSE,INE672B01032,1,520059,-
1633,MUNJALSHOW,Munjal Showa Ltd,97.95,0,0,0.050000,1,EQ,CASH,BSE,INE577A01027,1,520043,-
7128,MUNOTHFI,Munoth Financial Services Ltd,7.21,0,0,0.010000,1,EQ,CASH,BSE,INE348D01019,1,531821,-
98,MURUDCERA,Murudeshwar Ceramics Ltd,25.25,0,0,0.050000,1,EQ,CASH,BSE,INE692B01014,1,515037,-
